"READ_CODE","DESCRIPTION","VERSION"
"4JUF.",Hum parainfluenza vir detected ... Human parainfluenza virus detected ... ,"2"
SyuDD,"[X]Burn respir tract,part unsp ... [X]Burn of respiratory tract, part unspecified ... ","2"
"67970",Education about influenza vacc ... Education about influenza vaccination ... ,"2"
U1444,"[X]Inhalation food on highway ... [X]Inhal+ingest food caus obst resp tract occ street/highway ... [X]Inhalation and ingestion of food causing obstruction of respiratory tract, occurrence on street and highway","2"
U1446,"[X]Inhalat food in indus area ... [X]Inhl+ingest food caus obst resp tract industr/constr area ... [X]Inhalation and ingestion of food causing obstruction of respiratory tract, occurrence at industrial and construction area","2"
U144z,"[X]Inhalatn food at unsp place ... [X]Inhal+ingest food caus obst resp tract occ unspecif place ... [X]Inhalation and ingestion of food causing obstruction of respiratory tract, occurrence at unspecified place","2"
U1454,"[X]Inhalat of object on hway ... [X]Inhl+ingest oth obj caus obst resp tract occ street/h'way ... [X]Inhalation and ingestion of other objects causing obstruction of respiratory tract, occurrence on street and highway","2"
"65a3.","Booster DTaP/IPV/Hib vacc ... Booster diphth tet ac pertus, haem influ b, inac polio vacc ... Booster diphtheria tetanus and five component acellular pertussis, haemophilus influenzae type b, inactivated polio vaccination","2"
"65E10",Adm sec intrnsl pndmc infl vac ... Administration of second intranasal pandemic influenza vacc ... Administration of second intranasal pandemic influenza vaccination,"2"
"65E20",Seas flu vac gvn by ot hc prov ... Seasonal influenza vaccin given by other healthcare provider ... Seasonal influenza vaccination given by other healthcare provider,"2"
"65E22","2nd int ssn flu vcc gv oth hcp ... Secnd intranasal seasonal flu vacc gvn by othr hlthcare prov ... Second intranasal seasonal influenza vaccination given by other healthcare provider","2"
"65E3.","1st pan flu vac othr hlth prov ... 1st pandemic influenza vacc give by other healthcare providr ... First pandemic influenza vaccination given by other healthcare provider","2"
"65E30","1st intr pn flu vcc gv oth hcp ... First intranasal pndmc influenza vcc gvn othr hlthcare prvdr ... First intranasal pandemic influenza vaccination given by other healthcare provider","2"
"65PV.",Infl A vir H1N1 sub close cont ... Influenza A virus H1N1 subtype close contact ... ,"2"
